日付,カテゴリ,分類,メモ,金額
2023年10月6日,ガソリン,UFJ,コスモセキユ,"-4,561 "
2023年10月6日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 785820,"-1,885 "
2023年10月6日,コンビニ,UFJ,楽天SP ミニストップ アプリ 750886,-391 
2023年10月7日,振替,UFJ,ATM?179974?114472,"-50,000 "
2023年10月7日,ガソリン,UFJ,キグナス石油,"-3,872 "
2023年10月7日,食費,UFJ,楽天SP NEXCO中日本SAPAアプリ 700282,"-2,100 "
2023年10月7日,食費,UFJ,楽天SP ガストアプリ 700518,"-1,890 "
2023年10月7日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 756773,"-1,213 "
2023年10月7日,食費,UFJ,楽天SP スターバックスコーヒーアプリ 790015,"-1,086 "
2023年10月7日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 747010,-764 
2023年10月7日,食費,UFJ,楽天SP 楽天ペイ加盟店 アプリ 700336,-400 
2023年10月7日,手数料,UFJ,手数料,-220 
2023年10月7日,食費,UFJ,楽天SP 自販機アペックス アプリ 790026,-210 
2023年10月7日,食費,UFJ,楽天SP 自販機アペックス アプリ 790027,-210 
2023年10月8日,食費,UFJ,楽天SP くら寿司 アプリ 710109,"-2,980 "
2023年10月8日,医療,UFJ,レンズボックス730001,"-2,898 "
2023年10月8日,その他,UFJ,キャンディーマジック 楽天市場720165,"-2,486 "
2023年10月9日,電話,UFJ,NTT東日本 ご利用料金 10ガツブン,"-4,384 "
2023年10月10日,振替,UFJ,ヤマザキ ユウキ,"-25,000 "
2023年10月10日,その他,UFJ,グレイル,"-10,588 "
2023年10月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800 "
2023年10月10日,その他,UFJ,ジエーソン シシボネテン,"-2,627 "
2023年10月10日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700770,-464 
2023年10月11日,食費,UFJ,楽天SP すき家 アプリ 700572,-570 
2023年10月12日,食費,UFJ,ライフオクドカイドウテン,-441 
2023年10月13日,コンビニ,UFJ,楽天SP ミニストップ アプリ 740712,-399 
2023年10月14日,その他,UFJ,グレイル,"-8,396 "
2023年10月14日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 780509,"-2,873 "
2023年10月14日,食費,UFJ,マクドナルドモバイルオーダー,"-2,640 "
2023年10月14日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 720472,-830 
2023年10月14日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 705249,-259 
2023年10月15日,その他,UFJ,ペイペイ*アベイル,"-5,280 "
2023年10月15日,食費,UFJ,ナリタヤハナミガワテン,"-4,793 "
2023年10月15日,食費,UFJ,楽天SP 丸源ラーメンアプリ 720002,"-3,932 "
2023年10月16日,その他,UFJ,MARKETPLACE 利用国GB,"-11,091 "
2023年10月16日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2023年10月16日,コンビニ,UFJ,楽天SP ミニストップ アプリ 780767,-399 
2023年10月17日,保険,UFJ,トウキヨウカイジヨウニチドウカ,"-10,950 "
2023年10月17日,その他,UFJ,ドンキホーテ イナゲナガヌ,"-6,215 "
2023年10月17日,車,UFJ,アズーリプロデュース730023,"-4,203 "
2023年10月17日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710731,-338 
2023年10月18日,食費,UFJ,楽天SP 松屋フーズ アプリ 740413,-730 
2023年10月18日,その他,UFJ,THINKRICHSTORE730126,-318 
2023年10月19日,コンビニ,UFJ,楽天SP ミニストップ アプリ,-399 
2023年10月19日,振替,UFJ,ヤマザキ ソアラ,"100,000 "
2023年10月20日,水道,UFJ,トウキョウ ガス ガスリヨウキン 23/10 1195-614-1052,"-12,507 "
2023年10月20日,食費,UFJ,ペイペイ*ウエルシア,"-1,000 "
2023年10月21日,その他,UFJ,メガドンキホーテヤチヨジュウ,"-4,269 "
2023年10月21日,食費,UFJ,楽天SP はま寿司 アプリ,"-2,816 "
2023年10月22日,食費,UFJ,オオサカオウショウアナガワインタ,"-3,560 "
2023年10月23日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,"-1,179 "
2023年10月23日,コンビニ,UFJ,楽天SP ミニストップ アプリ,-429 
2023年10月24日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ,"-2,349 "
2023年10月24日,コンビニ,UFJ,楽天SP ローソンアプリ,-484 
2023年10月25日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ,-646 
2023年10月25日,コンビニ,UFJ,楽天SP ミニストップ アプリ,-537 
2023年10月25日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ,-416 
2023年10月25日,給料,UFJ,カブシキガイシヤエスコム,"105,000 "
2023年10月26日,保険,UFJ,ソンポジヤパン,"-4,180 "
2023年10月26日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 724952,-549 
2023年10月27日,カード返済,UFJ,ラクテンカードサービス,"-147,703 "
2023年10月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2023年10月27日,カード返済,UFJ,ペイペイカード,"-2,696 "
2023年10月27日,コンビニ,UFJ,楽天SP ミニストップ アプリ 701558,"-2,162 "
2023年10月27日,食費,UFJ,楽天SP スターバックスコーヒーアプリ 750837,"-1,061 "
2023年10月27日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 746022,-533 
2023年10月28日,食費,UFJ,マクドナルド モバイルオーダー 795955,"-1,260 "
2023年10月28日,その他,UFJ,楽天SP ジョイフル本田アプリ 780029,-886 
2023年10月28日,その他,UFJ,楽天SP ジョイフル本田アプリ 740033,-446 
2023年10月29日,その他,UFJ,アカネ クラフトマーケツト,"-16,474 "
2023年10月29日,その他,UFJ,はぐラブ huglove720014,"-2,780 "
2023年10月29日,食費,UFJ,ヤオコーケミガワハマテン,"-2,622 "
2023年10月29日,その他,UFJ,カ)フルタイムシステム,"-1,650 "
2023年10月30日,管理費,UFJ,RKS(カンリヒトウ,"-20,170 "
2023年10月30日,コンビニ,UFJ,楽天SP ミニストップ アプリ 720745,-537 
2023年10月31日,携帯電話,UFJ,ドコモご利用料金 11ガツブン,"-17,813 "
2023年10月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2023年10月31日,食費,UFJ,楽天SP 松屋フーズ アプリ 710626,"-1,360 "
2023年11月1日,その他,UFJ,ドンキホーテ イナゲナガヌ,"-2,211 "
2023年11月1日,コンビニ,UFJ,楽天SP ミニストップ アプリ 731509,-591 
2023年11月1日,食費,UFJ,楽天SP ミスタードーナツアプリ 792607,-446 
2023年11月2日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2023年11月2日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 746683,-432 
2023年11月2日,その他,UFJ,楽天SP DAISOアプリ 745250,-216 
2023年11月2日,給料,UFJ,シンワツウシンコウギヨウ(カ,"292,820 "
2023年11月3日,食費,UFJ,トンデン ソガテン,"-14,953 "
2023年11月3日,旅行,UFJ,ブッキング・ドットコム・ジ,"-14,784 "
2023年11月3日,食費,UFJ,楽天SP ベルク アプリ 720494,"-3,816 "
2023年11月3日,ガソリン,UFJ,コスモセキユ,"-3,558 "
2023年11月4日,食費,UFJ,ペイペイ*オニギリドコロシ,"-1,170 "
2023年11月4日,食費,UFJ,楽天SP 手作りの店さかい 745614,-890 
2023年11月4日,食費,UFJ,イオングループ,-811 
2023年11月4日,食費,UFJ,ペイペイ*シャンハイニクマン,-590 
2023年11月4日,食費,UFJ,楽天SP 手作りの店さかい 745749,-380 
2023年11月5日,その他,UFJ,メガドンキホーテヤチヨジュウ,"-9,761 "
2023年11月5日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 741648,"-1,796 "
2023年11月5日,その他,UFJ,楽天SP DAISOアプリ 755355,"-1,215 "
2023年11月5日,その他,UFJ,メガドンキホーテヤチヨジユ,"-1,103 "
2023年11月5日,その他,UFJ,メガドンキホーテヤチヨジユ,-875 
2023年11月6日,ローン,UFJ,ローン,"-68,732 "
2023年11月6日,カード返済,UFJ,セゾン,"-19,370 "
2023年11月6日,その他,UFJ,ジエーソン シシボネテン,"-1,186 "
2023年11月7日,保険,UFJ,トウキヨウカイジヨウニチドウカ,"-9,990 "
2023年11月7日,コンビニ,UFJ,楽天SP ミニストップ アプリ 740807,-399 
2023年11月7日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 751697,-246 
2023年11月9日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 721660,"-1,791 "
2023年11月9日,食費,UFJ,楽天SP 松屋フーズ アプリ 780644,"-1,320 "
2023年11月9日,コンビニ,UFJ,楽天SP ミニストップ アプリ 720838,-537 
2023年11月10日,振替,UFJ,ヤマザキ ユウキ,"-25,000 "
2023年11月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800 "
2023年11月10日,食費,UFJ,楽天SP かつやアプリ 722516,-869 
2023年11月10日,その他,UFJ,楽天SP DAISOアプリ 725310,-216 
2023年11月11日,その他,UFJ,MARKETPLACE 利用国GB,"-8,356 "
2023年11月11日,食費,UFJ,ペイペイ*スシメンドコロダ,"-3,948 "
2023年11月11日,ガソリン,UFJ,コスモセキユ,"-3,746 "
2023年11月11日,食費,UFJ,イオングループ,"-1,329 "
2023年11月11日,食費,UFJ,イオングループ,-485 
2023年11月11日,コンビニ,UFJ,楽天SP ローソンアプリ 703785,-362 
2023年11月13日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 712566,-496 
2023年11月13日,その他,UFJ,MARKETPLACE 利用国GB,-460 
2023年11月13日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 740717,-335 
2023年11月14日,コンビニ,UFJ,楽天SP ミニストップ アプリ 740732,-429 
2023年11月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2023年11月15日,その他,UFJ,HUAWEI 公式楽天市場店780002,"-6,800 "
2023年11月15日,振替,UFJ,ヤマザキ ユウキ,"100,000 "
2023年11月16日,その他,UFJ,ニトリネット,"-14,520 "
2023年11月16日,食費,UFJ,楽天SP はま寿司 アプリ 780319,"-4,081 "
2023年11月17日,車,UFJ,チバニツサンジドウシヤ ニツ,"-90,321 "
2023年11月17日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700745,-321 
2023年11月18日,食費,UFJ,サイゼリヤ/NFC,"-3,290 "
2023年11月18日,その他,UFJ,イオンモール,"-2,850 "
2023年11月18日,食費,UFJ,楽天SP 駐車場アークHDアプリ 745838,-900 
2023年11月18日,その他,UFJ,イオンモール,-883 
2023年11月18日,食費,UFJ,楽天SP くろーばー結び 谷中店 730002,-853 
2023年11月19日,食費,UFJ,楽天SP 楽天ペイ加盟店アプリ 750035,"-7,929 "
2023年11月19日,食費,UFJ,センドウソデガウラテン,"-6,673 "
2023年11月19日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 752162,"-1,314 "
2023年11月19日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 731271,-287 
2023年11月20日,コンビニ,UFJ,楽天SP ミニストップ アプリ 780735,-426 
2023年11月21日,ガス,UFJ,東京ガス ・1195-614-1052,"-9,771 "
2023年11月21日,その他,UFJ,タカラクジコウシキサイト,"-3,000 "
2023年11月21日,ガソリン,UFJ,エネオス エスエス,"-1,890 "
2023年11月21日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 733066,-399 
2023年11月22日,コンビニ,UFJ,楽天SP ミニストップ アプリ 750764,-399 
2023年11月24日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 720793,-680 
2023年11月25日,食費,UFJ,カンダヤ イナゲヒガシグチ,"-8,261 "
2023年11月25日,食費,UFJ,イオングループ,"-4,132 "
2023年11月25日,給料,UFJ,カブシキガイシヤエスコム,"105,000 "
2023年11月26日,食費,UFJ,セイセンイチバトツプイナゲナ,"-7,351 "
2023年11月26日,ガソリン,UFJ,コスモセキユ,"-5,360 "
2023年11月26日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 742023,-156 
2023年11月27日,カード返済,UFJ,ラクテンカードサービス,"-322,132 "
2023年11月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2023年11月27日,保険,UFJ,ソンポジヤパン,"-4,180 "
2023年11月27日,コンビニ,UFJ,楽天SP ミニストップ アプリ 720858,-399 
2023年11月28日,管理費,UFJ,RKS(カンリヒトウ,"-20,170 "
2023年11月28日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700721,-399 
2023年11月29日,ATM引き出し,UFJ,イオンギンコウ,"-20,000 "
2023年11月29日,食費,UFJ,ボウシユウハマノヤ,"-1,848 "
2023年11月29日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-267 
2023年11月30日,携帯電話,UFJ,ドコモご利用料金 12ガツブン,"-16,779 "
2023年11月30日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2023年12月1日,その他,UFJ,家具のインテリアオフィスワン780033,"-29,900 "
2023年12月1日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 736700,"-2,422 "
2023年12月1日,その他,UFJ,ジエーソン シシボネテン,"-1,197 "
2023年12月1日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 741460,"-1,084 "
2023年12月2日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 792802,"-1,053 "
2023年12月2日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 710376,-840 
2023年12月3日,その他,UFJ,OPY*7DAYSTORE.BIZ 利用国HK,"-10,817 "
2023年12月3日,食費,UFJ,ホツトモツトソンノウチヨウテン/N,"-1,650 "
2023年12月3日,食費,UFJ,楽天SP スターバックスコーヒーアプリ 791166,"-1,469 "
2023年12月3日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 783269,"-1,000 "
2023年12月4日,カード返済,UFJ,セゾン,"-14,890 "
2023年12月4日,その他,UFJ,ラインギフト,"-1,000 "
2023年12月4日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 744240,-499 
2023年12月5日,食費,UFJ,楽天SP 松屋フーズ アプリ 730644,"-1,270 "
2023年12月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"357,561 "
2023年12月6日,ローン,UFJ,ローン,"-68,732 "
2023年12月6日,保険,UFJ,トウキヨウカイジヨウニチドウカ,"-9,990 "
2023年12月6日,医療,UFJ,Shop de clinic楽730061,"-2,493 "
2023年12月6日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 784334,-194 
2023年12月7日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 751607,"-2,266 "
2023年12月7日,食費,UFJ,楽天SP 吉野家 アプリ 780643,-854 
2023年12月7日,食費,UFJ,楽天SP 吉野家 アプリ 780236,-564 
2023年12月8日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 755365,"-1,778 "
2023年12月8日,コンビニ,UFJ,楽天SP ミニストップ アプリ 740801,-399 
2023年12月9日,電話,UFJ,NTT東日本 ご利用料金 12ガツブン,"-4,505 "
2023年12月9日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 794730,-508 
2023年12月9日,その他,UFJ,楽天SP クリエイト エス・ディーアプリ 720839,-327 
2023年12月10日,振替,UFJ,ヤマザキ ユウキ,"-25,000 "
2023年12月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800 "
2023年12月11日,食費,UFJ,楽天SP すき家 アプリ 700342,-570 
2023年12月12日,医療,UFJ,レンズボックス720009,"-2,898 "
2023年12月12日,ガソリン,UFJ,エネオス エスエス,"-1,944 "
2023年12月12日,食費,UFJ,楽天SP すき家 アプリ 700949,-570 
2023年12月12日,コンビニ,UFJ,楽天SP ミニストップ アプリ 750734,-399 
2023年12月13日,コンビニ,UFJ,楽天SP ローソンアプリ 795749,-559 
2023年12月14日,その他,UFJ,楽天SP ジョイフル本田アプリ 700051,"-1,630 "
2023年12月14日,食費,UFJ,楽天SP からやまアプリ 720424,-869 
2023年12月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2023年12月15日,水道,UFJ,千葉県営水道料金等,"-8,272 "
2023年12月15日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 718628,-526 
2023年12月15日,ボーナス,UFJ,シンワツウシンコウギヨウ(カ,"666,060 "
2023年12月16日,食費,UFJ,トンラク,"-2,068 "
2023年12月16日,食費,UFJ,テンツルリ,-539 
2023年12月17日,その他,UFJ,イオンモール,"-6,630 "
2023年12月17日,その他,UFJ,ジーユー/NFC,"-5,990 "
2023年12月17日,ガソリン,UFJ,コスモセキユ,"-5,944 "
2023年12月17日,食費,UFJ,イオンモールマクハリシントシン,"-3,989 "
2023年12月17日,食費,UFJ,イオングループ,"-2,948 "
2023年12月17日,その他,UFJ,イオンモール,"-2,100 "
2023年12月17日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 732419,-172 
2023年12月18日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700787,-205 
2023年12月19日,その他,UFJ,ジエーソン シシボネテン,"-2,904 "
2023年12月20日,ガス,UFJ,東京ガス ・1195-614-1052,"-11,627 "
2023年12月20日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710741,-473 
2023年12月23日,食費,UFJ,楽天SP 吉野家 アプリ 700605,-564 
2023年12月23日,その他,UFJ,MARKETPLACE 利用国GB,-504 
2023年12月23日,その他,UFJ,楽天SP ジョイフル本田アプリ 740006,-305 
2023年12月24日,食費,UFJ,ペイペイ*カンコクヤタイハンサ,"-6,842 "
2023年12月24日,食費,UFJ,イオングループ,"-2,592 "
2023年12月24日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国SG,"-1,144 "
2023年12月24日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 786449,-869 
2023年12月24日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 712288,-723 
