日付,カテゴリ,分類,メモ,金額,,
2025/3/22,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 752150,"-1,050 ",,
2025/3/22,食費,楽天カード,スーパーベルクスイナゲテンタ,"-2,329 ",,
2025/3/22,食費,楽天カード,楽天SP ローソンアプリ 709131,-280 ,,
2025/3/22,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 720213,"-4,450 ",,
2025/3/22,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 703437,-686 ,,
2025/3/23,買い物,楽天カード,楽天SP ジョイフル本田アプリ 705130,"-1,577 ",,
2025/3/23,外食,楽天カード,マクドナルドモバイルオーダ,"-1,620 ",,
2025/3/24,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 708049,-520 ,,
2025/3/26,口座振替４,UFJ,ソンポジヤパン,"-4,150",,
2025/3/26,電化製品,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,"-1,536 ",,
2025/3/26,食費,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 702378,"-1,714 ",,
2025/3/26,コンビニ,楽天カード,楽天SP ミニストップ アプリ 701924,-383 ,,
2025/3/27,口座振替３,UFJ,ＤＦ．メツトライフホケン,"-6,580",,
2025/3/27,振込２,UFJ,チバヒガシゼイムシヨ,"13,263",,
2025/3/27,カード返済,UFJ,ラクテンカードサービス,"-194,240",,
2025/3/27,食費,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 709329,-311 ,,
2025/3/27,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 703085,-571 ,,
2025/3/28,口座振替３,UFJ,ＲＫＳ（カンリヒトウ,"-20,170",,
2025/3/28,コンビニ,楽天カード,楽天SP ミニストップ アプリ 701944,-429 ,,
2025/3/29,食費,楽天カード,フルルガーデンヤチヨ,"-1,987 ",,
2025/3/29,食費,楽天カード,楽天SP イトーヨーカドーアプリ 704279,"-2,160 ",,
2025/3/29,駐車場,楽天カード,パークネツトチユウシヤジヨウ,-200 ,,
2025/3/29,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 708299,"-3,388 ",,
2025/3/29,消耗品,楽天カード,楽天SP ツルハグループアプリ 704295,-326 ,,
2025/3/29,未定,楽天カード,アリガトウノダイドコロ イナ,"-7,912 ",,
2025/3/30,ガソリン,楽天カード,コスモセキユ,"-4,178 ",,
2025/3/30,食費,楽天カード,ギヨウムスーパーソガベイフ,"-5,193 ",,
2025/3/30,外食,楽天カード,ビツクリドンキーチバソガ,"-6,880 ",,
2025/3/31,携帯電話,楽天カード,IIJ サービス料金 インターネットイニシアティブ,"-1,700 ",,
2025/3/31,携帯電話,楽天カード,ドコモご利用料金 04ガツブン,"-14,334 ",,
2025/3/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 ",,
2025/3/31,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 709180,-576 ,,
2025/4/1,食費,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 705105,-211 ,,
2025/4/1,コンビニ,楽天カード,楽天SP ミニストップ アプリ 701904,-648 ,,
2025/4/2,外食,楽天カード,マクドナルドモバイルオーダ,"-2,120 ",,
2025/4/2,食費,楽天カード,ペイペイ*ビッグエーカツシ,-501 ,,
2025/4/2,コンビニ,楽天カード,楽天SP ミニストップ アプリ 703833,-644 ,,
2025/4/3,食費,楽天カード,ペイペイ*ビッグエーカツシ,-190 ,,
2025/4/3,コンビニ,楽天カード,楽天SP ミニストップ アプリ 705884,-645 ,,
2025/4/4,口座振替４,UFJ,セゾン,"-15,090",,
2025/4/4,給料,UFJ,給料,"322,392",,
2025/4/4,眼科,楽天カード,コンタクト・カラコンのフェアリ700003,"-2,880 ",,
2025/4/4,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 701061,-347 ,,
2025/4/4,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 705922,-392 ,,
2025/4/4,自動車保険,楽天カード,トウキヨウカイジヨウニチドウカ,"-9,500 ",,
2025/4/5,外食,楽天カード,スターバツクス モバイルオータ,"-1,376 ",,
2025/4/5,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 734929,"-2,838 ",,
2025/4/5,食費,楽天カード,マツクスバリユカントウ シヨク,-211 ,,
2025/4/5,消耗品,楽天カード,楽天SP セリアアプリ 700430,-220 ,,
2025/4/5,食費,楽天カード,楽天SP 精算機大和リース 708004,-300 ,,
2025/4/5,食費,楽天カード,楽天SP アリオ専門店アプリ 701129,-350 ,,
2025/4/5,食費,楽天カード,スーパーベルクスイナゲテンタ,"-5,165 ",,
2025/4/6,外食,楽天カード,ヤマダウドンシヨクドウ サツ,"-2,080 ",,
2025/4/6,食費,楽天カード,スーパーセンタートライアル ナカ,"-4,000 ",,
2025/4/7,ローン,UFJ,ローン,"-68,822",,
2025/4/7,消耗品,楽天カード,ジエーソン シシボネテン,"-2,777 ",,
2025/4/7,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 702333,-412 ,,
2025/4/8,食費,楽天カード,マイバスケツト,-214 ,,
2025/4/9,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 703317,"-1,149 ",,
2025/4/9,固定電話,楽天カード,NTT東日本 ご利用料金 04ガツブン,"-4,626 ",,
2025/4/9,コンビニ,楽天カード,楽天SP ミニストップ アプリ 709938,-594 ,,
2025/4/10,振込ＩＢ２,UFJ,カイヒンフドウサン（カ,"-8,800",,
2025/4/10,振替,UFJ,ヤマザキ　ユウキ,"-30,000",,
2025/4/10,コンビニ,楽天カード,楽天SP ミニストップ アプリ 704964,-594 ,,
2025/4/11,コスメ,楽天カード,クイーンアイズ楽天市場店708111,"-2,598 ",,
2025/4/13,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 703281,"-1,282 ",,
2025/4/13,おみやげ,楽天カード,ミチノエキホタシヨウガツコウ,"-1,880 ",,
2025/4/13,外食,楽天カード,バンヤホンカン,"-11,561 ",,
2025/4/14,消耗品,楽天カード,ジエーソン シシボネテン,"-1,911 ",,
2025/4/14,電化製品,楽天カード,Joshin webショップ 703047,"-3,072 ",,
2025/4/14,コンビニ,楽天カード,楽天SP ミニストップ アプリ 709869,-609 ,,
2025/4/15,口座振替３,UFJ,ケンミンキヨウサイ,"-10,000",,
2025/4/15,贈り物,楽天カード,CLOTHING 利用国HK,"-10,069 ",,
2025/4/15,電化製品,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,"-2,091 ",,
2025/4/15,食費,楽天カード,マルエツミナミギヨウトクテン,-540 ,,
2025/4/15,水道,楽天カード,千葉県営水道料金等,"-8,430 ",,
2025/4/16,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 700419,-412 ,,
2025/4/17,コンビニ,楽天カード,楽天SP ミニストップ アプリ 700876,-619 ,,
2025/4/18,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 701940,-170 ,,
2025/4/18,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 705625,-449 ,,
2025/4/19,ガソリン,楽天カード,コスモセキユ,"-4,445 ",,
2025/4/19,外食,楽天カード,マクドナルドモバイルオーダ,-970 ,,
2025/4/20,買い物,楽天カード,楽天SP メガマックス千葉NT店 705001,"-1,804 ",,
2025/4/20,食費,楽天カード,カスミエフエムハラヤマ,-872 ,,
2025/4/20,食費,楽天カード,ノウサンブツチヨクバイジヨト,-899 ,,
2025/4/21,ガス,楽天カード,東京ガス ・1195-614-1052,"-14,688 ",,
2025/4/21,コンビニ,楽天カード,楽天SP ミニストップ アプリ 709923,-403 ,,
2025/4/22,外食,楽天カード,楽天SP 元気寿司 705095,"-1,690 ",,
2025/4/23,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 700754,-412 ,,
2025/4/23,食費,楽天カード,楽天SP クリエイト エス・ディーアプリ 704981,-776 ,,
2025/4/25,外食,楽天カード,マクドナルドモバイルオーダ,"-1,370 ",,
2025/4/25,コンビニ,楽天カード,楽天SP ミニストップ アプリ 702962,-403 ,,
2025/4/26,買い物,楽天カード,楽天SP パステルアプリ 708006,"-2,203 ",,
2025/4/26,食費,楽天カード,スーパーベルクスイナゲテンタ,"-2,294 ",,
2025/4/27,カフェ,楽天カード,スクエア ザライジングサン,"-1,320 ",,
2025/4/27,外食,楽天カード,オオサカオウショウアナガワインタ,"-2,700 ",,
2025/4/27,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 704977,-302 ,,
2025/4/27,買い物,楽天カード,楽天SP ジョイフル本田アプリ 701145,"-4,183 ",,
2025/4/28,口座振替３,UFJ,ＤＦ．メツトライフホケン,"-6,580",,
2025/4/28,口座振替３,UFJ,ＲＫＳ（カンリヒトウ,"-20,170",,
2025/4/28,口座振替４,UFJ,ソンポジヤパン,"-4,150",,
2025/4/28,カード返済,UFJ,ラクテンカードサービス,"-501,760",,
2025/4/29,衣服,楽天カード,楽天SP しまむらアプリ 701555,"-1,738 ",,
2025/4/29,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 705126,"-1,880 ",,
2025/4/29,食費,楽天カード,ランドローム,"-2,117 ",,
2025/4/29,ガソリン,楽天カード,コスモセキユ,"-2,827 ",,
2025/4/29,外食,楽天カード,楽天SP やよい軒アプリ 705020,"-3,060 ",,
2025/4/30,税金,UFJ,チバシコテイ,"-22,800",,
2025/4/30,携帯電話,楽天カード,ドコモご利用料金 05ガツブン,"-14,485 ",,
2025/4/30,携帯電話,楽天カード,IIJ サービス料金 インターネットイニシアティブ,"-2,140 ",,
2025/4/30,インターネット,楽天カード,U-NEXT 光01利用料,"-3,646 ",,
2025/4/30,食費,楽天カード,ペイペイ*マルエツ,-755 ,,
2025/5/1,食費,楽天カード,楽天SP ミニストップ アプリ 705846,-400 ,,
2025/5/2,給料,UFJ,給料,"335,452",,
2025/5/2,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 703434,-248 ,,
2025/5/2,コスメ,楽天カード,エバーライフ 楽天市場店702007,"-3,900 ",,
2025/5/3,コンビニ,楽天カード,楽天SP ローソンアプリ 705815,"-1,759 ",,
2025/5/3,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 705785,-172 ,,
2025/5/3,お昼,楽天カード,ペイペイ*リョウテイ ハマヤ,-500 ,,
2025/5/3,お昼,楽天カード,ペイペイ*リョウテイ ハマヤ,-500 ,,
2025/5/3,ガソリン,楽天カード,JASS ロクゴウ,"-6,130 ",,
2025/5/3,外食,楽天カード,ヤマナカヤ,"-7,348 ",,
2025/5/4,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 704013,"-1,280 ",,
2025/5/4,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 700478,"-1,400 ",,
2025/5/4,レジャー,楽天カード,楽天SP わんこそば やぶ屋 花巻総本店 703958,"-12,780 ",,
2025/5/4,カフェ,楽天カード,カ アペツクス,-150 ,,
2025/5/4,外食,楽天カード,シロガネ,"-2,300 ",,
2025/5/4,食費,楽天カード,楽天SP ガストアプリ 703428,"-2,830 ",,
2025/5/4,食費,楽天カード,楽天SP 楽天ペイ加盟店 アプリ 700407,-200 ,,
2025/5/4,食費,楽天カード,楽天SP 楽天ペイ加盟店 アプリ 703244,-200 ,,
2025/5/4,消耗品,楽天カード,楽天SP ダイソーアプリ 700958,-220 ,,
2025/5/4,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 704381,"-3,198 ",,
2025/5/4,未定,楽天カード,ペイペイ*ミチノエキサンナイウ,-450 ,,
2025/5/4,車,楽天カード,フジミソウギヨウ リベルタハ,"-5,498 ",,
2025/5/5,食費,楽天カード,楽天SP 肉の中村 704001,"-1,950 ",,
2025/5/5,レジャー,楽天カード,楽天SP 山形県観光物産会館アプリ 700002,"-11,295 ",,
2025/5/5,レジャー,楽天カード,楽天SP 山形県観光物産会館アプリ 702001,"-12,727 ",,
2025/5/5,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 708058,-200 ,,
2025/5/5,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 703168,-200 ,,
2025/5/5,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 701478,"-3,000 ",,
2025/5/5,食費,楽天カード,楽天SP 道の駅 喜多の郷アプリ 761047,"-3,400 ",,
2025/5/5,コンビニ,楽天カード,楽天SP ローソンアプリ 700148,-460 ,,
2025/5/5,コンビニ,楽天カード,楽天SP ファミリーマートアプリ 700333,-552 ,,
2025/5/5,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 705044,-648 ,,
2025/5/5,ガソリン,楽天カード,エネオス エスエス,"-7,493 ",,
2025/5/6,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ 708029,"-1,258 ",,
2025/5/6,食費,楽天カード,楽天SP 楽天ペイ加盟店 アプリ 709383,"-2,950 ",,
2025/5/6,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 708534,-576 ,,
2025/5/6,交際費,楽天カード,ペイペイ*カメジルシ,-874 ,,
2025/5/7,口座振替４,UFJ,セゾン,"-20,550",,
2025/5/7,ローン,UFJ,ローン,"-71,273",,
2025/5/7,食費,楽天カード,マクドナルドモバイルオーダ,"-1,740 ",,
2025/5/7,食費,楽天カード,楽天SP クリエイト エス・ディーアプリ 704074,-562 ,,
2025/5/7,ガソリン,楽天カード,コスモセキユ,"-6,027 ",,
2025/5/8,消耗品,楽天カード,楽天SP コーナンPRO アプリ 700044,"-19,835 ",,
2025/5/8,レジャー,楽天カード,タカラクジコウシキサイト,"-3,000 ",,
2025/5/8,自動車保険,楽天カード,トウキヨウカイジヨウニチドウカ,"-9,500 ",,
2025/5/9,消耗品,楽天カード,ジエーソン アダチホキマテン,"-2,880 ",,
2025/5/9,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 705130,-572 ,,
2025/5/10,振込ＩＢ２,UFJ,カイヒンフドウサン（カ,"-8,800",,
2025/5/10,振替,UFJ,ヤマザキ　ユウキ,"-30,000",,
2025/5/10,食費,楽天カード,スシメンドコロダイキヨウ オユ,"-14,408 ",,
2025/5/10,消耗品,楽天カード,楽天SP ダイソーアプリ 704935,-553 ,,
2025/5/10,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 700596,-780 ,,
2025/5/11,食費,楽天カード,ペイペイ*ドンレミーアウトレ,"-1,105 ",,
2025/5/11,駐車場,楽天カード,タイムズパーキング,-330 ,,
2025/5/11,外食,楽天カード,イップウドウタケイシインターテ,"-4,140 ",,
2025/5/11,食費,楽天カード,ナリタヤ ハナミガワテン,"-5,477 ",,
2025/5/11,外食,楽天カード,マクドナルドモバイルオーダ,-810 ,,
2025/5/11,駐車場,楽天カード,ロツポンギヒルズピーイチチ,-900 ,,
2025/5/12,外食,楽天カード,マクドナルドモバイルオーダ,"-2,870 ",,
2025/5/12,コンビニ,楽天カード,楽天SP ミニストップ アプリ,-648 ,,
2025/5/13,コンビニ,楽天カード,楽天SP ミニストップ アプリ,-470 ,,
2025/5/13,コスメ,楽天カード,クイーンアイズ楽天市場店,"-5,196 ",,
2025/5/14,コンビニ,楽天カード,楽天SP ミニストップ アプリ,-648 ,,
2025/5/15,振込ＩＢ２,UFJ,カイヒンフドウサン（カ）ヨシ,"-8,800",,
2025/5/15,口座振替３,UFJ,ケンミンキヨウサイ,"-10,000",,
2025/5/15,振替,楽天カード,楽天キャッシュ チャージ,"-12,900 ",,
2025/5/15,振替,楽天カード,楽天キャッシュ チャージ,"-39,500 ",,
2025/5/15,電化製品,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-760 ,,
2025/5/16,消耗品,楽天カード,ドンキホーテ イナゲナガヌ,"-1,681 ",,
2025/5/16,ガソリン,楽天カード,コスモセキユ,"-3,325 ",,
2025/5/16,コンビニ,楽天カード,楽天SP ミニストップ アプリ,-564 ,,
2025/5/17,温泉,楽天カード,タマガワオンセン,"-1,400 ",,
2025/5/17,食費,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ,"-1,979 ",,
2025/5/17,外食,楽天カード,マクドナルドモバイルオーダ,-400 ,,
2025/5/17,外食,楽天カード,楽天SP 楽天ペイ加盟店アプリ,-450 ,,
2025/5/18,ガソリン,楽天カード,コスモセキユ,"-4,555 ",,
2025/5/19,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン,-596 ,,
2025/5/21,コンビニ,楽天カード,楽天SP ミニストップ アプリ,-470 ,,
2025/5/21,食費,楽天カード,楽天SP 西友,-655 ,,
2025/5/22,ガス,楽天カード,トウキョウ ガス ガスリヨウキン 25/05 1195-614-1052,"-12,087 ",,
2025/5/22,コンビニ,楽天カード,楽天SP ミニストップ アプリ,-449 ,,
2025/5/23,外食,楽天カード,楽天SP 吉野家 アプリ,"-1,205 ",,
2025/5/23,買い物,楽天カード,ネジスーパー楽天市場店,"-1,222 ",,
2025/5/23,食費,楽天カード,楽天SP ファミリーマートアプリ,-588 ,,
2025/5/24,衣服,楽天カード,SHEIN.COM,"-3,021 ",,
2025/5/24,食費,楽天カード,楽天SP ローソンアプリ,"-52,567 ",,
2025/5/24,衣服,楽天カード,SHEIN.COM,"-6,027 ",,
2025/5/24,外食,楽天カード,楽天SP 華屋与兵衛 アプリ,"-7,282 ",,
